mean,max,min,std,rms,skewness,kurtosis,crest_factor,form_factor,target
-0.018962937492369762,0.142822,-0.091016,0.029629115015577984,0.0351762743654415,0.754447293825355,0.7902467185117055,4.060179839292865,-1.855001335083006,1.0
-0.09663324673422041,0.284885,-0.325495,0.1071550747935408,0.14428718799781712,0.1310530883953318,-0.8923525146785924,1.9744303285216838,-1.4931422970260315,1.0
-0.030544294957880535,0.15642,-0.132173,0.04144894363077752,0.05148552358050452,0.5647292110433554,0.1386548844129809,3.0381355597057564,-1.6856019643439526,1.0
-0.06027624612379458,0.225913,-0.218432,0.06975891764971387,0.09218968670272704,0.40680427973051714,-0.3220019090420867,2.4505235680914548,-1.5294530205711392,1.0
-0.04494836869735071,0.176934,-0.150896,0.048618759575659344,0.06621065660583869,0.6329290263791214,0.3391292241202182,2.672288859077669,-1.473038032851706,1.0
-0.019209976681723872,0.252441,-0.091762,0.035986301614088376,0.0407906730260854,1.134013631265183,2.1385369115574226,6.188694161495337,-2.1234108558233245,1.0
-0.09615355060432244,0.252959,-0.332672,0.11054150213574518,0.14650405174352707,0.24354511491916062,-0.8613022195234792,1.7266348403990566,-1.523646821388842,1.0
-0.021500674764985843,0.185394,-0.098191,0.03261254100011523,0.039060555535031585,1.1133000288132955,2.063228034499499,4.746322663888607,-1.816713008404846,1.0
-0.0413106009034305,0.22219,-0.173176,0.055448606076678654,0.06914288326360418,0.6536287033430375,0.2983021632819942,3.213490521546671,-1.6737322079927055,1.0
-0.0377259451837388,0.206168,-0.144713,0.05215369317638078,0.06436553875494921,0.7392251125431196,0.3464896730512721,3.203080468026802,-1.7061345565092167,1.0
-0.04304617409351707,0.16731,-0.157046,0.04865749998997784,0.06496334632876251,0.6071995742011648,0.18682323841039583,2.5754523043392474,-1.509154941101868,1.0
-0.07228717397143226,0.30874,-0.304086,0.09796629337747748,0.12174423378092955,0.5181741996758239,-0.1741575975055798,2.5359722626005974,-1.6841747587067466,1.0
-0.03071876864851651,0.145262,-0.103327,0.0326475718414133,0.04482607018456641,0.8494073953694276,0.8926821094776649,3.2405695926923705,-1.4592404629712,1.0
-0.06422851849591005,0.260018,-0.20754,0.06816449833030098,0.09365433339786466,0.6982447177363649,0.22360636991792582,2.7763584509793593,-1.458142513497776,1.0
-0.06349621364912728,0.273354,-0.236255,0.08166442814254474,0.10344096758876138,0.5599436670868261,-0.14968832876544136,2.642608691430099,-1.6290887541793309,1.0
-0.0371126924673424,0.17513,-0.128315,0.04406785952991165,0.057611553521280716,0.7020165225073026,0.18005771986660513,3.039841651472044,-1.5523409833974307,1.0
-0.045571167256745364,0.327708,-0.165104,0.06910727533104731,0.08277658927715349,1.327883250080958,2.1009472086575904,3.958945432056453,-1.816424600467109,1.0
-0.04097020095226469,0.346171,-0.135358,0.05278246309543453,0.06681471131790098,1.1870696567134928,1.7232363444559802,5.18105957762709,-1.630812389613327,1.0
-0.02271707068733985,0.275017,-0.114192,0.04599743473244808,0.05129884013382102,1.203607632130714,2.0946795239286917,5.361076376825973,-2.2581626319633585,1.0
