mean,max,min,std,rms,skewness,kurtosis,crest_factor,form_factor,target
-0.016896982053473304,0.128343,-0.086913,0.030447197333927648,0.03481991744858621,0.8753371809227759,0.8860288747409211,3.68590764723973,-2.060718141168216,1.0
-0.0666189453058238,0.342067,-0.219327,0.08864691133816244,0.11088462194674745,1.1724474968654486,1.3034078050779359,3.084891249972231,-1.6644607842065906,1.0
-0.051055048467830544,0.270272,-0.163701,0.057406282885215675,0.07682250294805237,0.8046893680701729,0.5062843042497613,3.518135827763368,-1.50469944214151,1.0
-0.017739128067390884,0.215652,-0.097674,0.03883703750592924,0.04269435564342895,1.066304807595598,1.7737899402176733,5.051065808348622,-2.4067899775701065,1.0
-0.0360400459040409,0.235786,-0.130738,0.04456086766580921,0.05730892962560139,0.9036569625321145,0.9681862315810039,4.114297746274225,-1.5901458554794952,1.0
-0.06553280698327435,0.255531,-0.218433,0.07677532275464609,0.10093700684073362,0.6900795052485921,0.06142822201518294,2.5315888393956145,-1.5402515394540528,1.0
-0.03632955536564526,0.232963,-0.129976,0.04554770208716975,0.05825956128682583,0.8775337311454441,0.8064802324191529,3.998708449812506,-1.6036409116616521,1.0
-0.03700220412648017,0.19873,-0.136272,0.046553617335533495,0.05946543373562195,0.7473135427117117,0.4597005841811783,3.3419414862680723,-1.6070781495166728,1.0
-0.02462738639970705,0.128086,-0.091528,0.028898456877109364,0.037967446778188765,0.9273137615280767,1.3447392699621377,3.3735742292152713,-1.5416758466355325,1.0
-0.03135269991454047,0.252968,-0.118686,0.0435077984538059,0.053625453094973394,0.8903181514750874,1.0222253102642531,4.71731212325574,-1.7103934666278444,1.0
-0.015245168965938277,0.157826,-0.088441,0.031313276843503914,0.03482551903881571,0.8629309785593428,1.0908539066133232,4.531906612047643,-2.284364254448415,1.0
-0.044590441704309584,0.22309,-0.168826,0.06004158900089276,0.07478542494940046,0.662970163960122,0.2102717859758818,2.9830678925865817,-1.6771626853423296,1.0
-0.04341446319130759,0.194617,-0.153782,0.05428819155744064,0.06951016865376207,0.6552335488447288,0.1159877225109116,2.7998349560825995,-1.6010832230600824,1.0
-0.05529703247466751,0.283227,-0.203314,0.07039275498868382,0.08951143394043105,0.7946432504408649,0.4533772383629189,3.16414325558101,-1.6187384735598196,1.0
-0.03286110535954077,0.214377,-0.125613,0.04418983617363287,0.05506682727034289,0.8477686467299136,0.8037086337126826,3.8930334400336175,-1.6757448256181378,1.0
-0.02836860175802698,0.494233,-0.631622,0.1679579893546167,0.1703268027754796,-0.5229962004655158,0.22326509322663357,2.9016748506192838,-6.004060553576107,1.0
-0.04101885471859357,0.196039,-0.153458,0.05248224778668026,0.06660778111691339,0.8101765971452535,0.47365825272192597,2.943184665705983,-1.6238332731099032,1.0
-0.028131705774630776,0.142323,-0.097154,0.0326730203115953,0.04311367296924817,0.999221433772994,1.1543168807272313,3.301110534041375,-1.5325651887106027,1.0
-0.030126596874618536,0.211676,-0.112273,0.04057742590154313,0.05053650477998299,1.2239124750888306,2.2000137450345214,4.188576177192269,-1.6774714047626027,1.0
-0.04008935758759613,0.223991,-0.129455,0.04331120816139525,0.05901515338725889,0.9403381793238883,0.9975709470980192,3.795482806427114,-1.4720902737917283,1.0
-0.021801806250763056,0.228339,-0.11049,0.041125820047551394,0.04654508936092539,0.7811034144203609,0.8993874994514011,4.905759192540956,-2.134918952382504,1.0
-0.06216635612257377,0.310785,-0.227279,0.08079328554930659,0.10193828478767403,0.5319191128492706,-0.18615675715807445,3.0487564181340714,-1.6397661234427463,1.0
-0.048886524111830115,0.241417,-0.182024,0.05714953451292776,0.07520347595694765,0.7117511999450792,0.4652858048398314,3.210184063010677,-1.5383273268706184,1.0
-0.031476974117934355,0.14257,-0.127559,0.042379042193101804,0.052787913899184705,0.6571038311925426,0.15343785945270705,2.7008076180521687,-1.6770326684326435,1.0
-0.047879761811744914,0.184998,-0.205618,0.06274367816678413,0.07892249438364463,0.4941581363462655,-0.20788692674598996,2.3440465414171925,-1.648347681718937,1.0
-0.021407368453180465,0.256432,-0.125351,0.04860393257068584,0.05310677243405009,1.1204254657348487,1.814069390737087,4.828612025301416,-2.4807707005276534,1.0
-0.0309093286534004,0.154625,-0.115249,0.040506466148589125,0.050950565094292986,0.8183774951199877,0.6870227825117903,3.034804417062681,-1.6483879564523576,1.0
-0.04190557343425708,0.218726,-0.153828,0.05480064467561447,0.06898420910835473,0.5733589842395223,-0.024799854545217936,3.1706676473806223,-1.6461822009566234,1.0
-0.043192052252472135,0.238212,-0.156649,0.05303700951477224,0.06839688837638362,0.6072034835469554,0.13493652596868744,3.48279001654483,-1.5835526401149151,1.0
-0.10618508765718435,0.429517,-0.4278,0.15486735193895218,0.1877664545603155,0.2653649911599966,-0.7011065123195728,2.287506578349052,-1.7682940109868757,1.0
-0.04775346551092679,0.207312,-0.193956,0.06827592740764757,0.08331522441283352,0.4978015040180482,-0.1865023391713967,2.488284721802496,-1.7446948304468,1.0
-0.029730125747771972,0.139494,-0.113712,0.03632301231633212,0.04693698463058158,0.6770434038748832,0.4413032622792836,2.97194208571109,-1.578768452874745,1.0
-0.046680885117812376,0.985565,-0.166457,0.07665966109660932,0.08975015997868328,3.0164020592746725,18.612554849210337,10.981206052825792,-1.9226319242270888,0.0
-0.054207560859480024,0.925962,-0.211355,0.0846060557388053,0.10047771102833924,3.017524322676922,20.08449639590961,9.215596081192942,-1.8535737346456775,0.0
-0.054407255646441326,0.575915,-0.196471,0.07285063495504313,0.09092148562271546,1.8919750456627804,6.607210588848082,6.334201383265955,-1.6711279505358116,0.0
-0.06248772543035029,0.77401,-0.246618,0.08320535593715118,0.10405288018174036,1.1970864481742287,4.2614619212831135,7.4386215801821365,-1.6651731114412092,0.0
-0.07212191881333171,1.283792,-0.264626,0.10348017729477407,0.12612854934482298,2.0679443265226833,13.967689937971727,10.178441016476292,-1.7488240942572948,0.0
-0.06372175375412041,1.264931,-0.1987,0.11410369080292437,0.13068482945353338,3.462816465180006,19.978527696507406,9.679248963245286,-2.0508668037888547,0.0
-0.054269563301184154,1.159825,-0.184738,0.09801128458706782,0.11202778508413837,3.4971583417258842,21.767283442961048,10.353011970458173,-2.064283887128569,0.0
-0.04297776901477252,0.66925,-0.154051,0.06681447904960025,0.07944002914423753,2.5976469460567624,13.212272294867855,8.424594089522014,-1.8483981594515069,0.0
-0.043140859602002236,1.065796,-0.173572,0.0651806265196892,0.07816091836680748,4.424759569758697,41.491712479502205,13.63591961647946,-1.8117608014277933,0.0
-0.03888632108411684,0.733512,-0.149049,0.06718394927548894,0.07762266391809747,3.308635093811492,18.871783198456257,9.449714335673349,-1.9961431617608725,0.0
-0.04250273299963367,1.396344,-0.172423,0.07592132607398025,0.08700474906726555,5.244589035124579,56.07833878133294,16.04905496503934,-2.047038929661663,0.0
-0.05019117653522148,0.582476,-0.203278,0.06770724246073112,0.08427849792178324,1.6845874564412178,6.082055041850049,6.911323936273536,-1.6791496780841768,0.0
-0.04144242742033946,0.94467,-0.181605,0.06712912789629072,0.07888754304439562,4.238598313262142,35.206276786759325,11.974894432551501,-1.9035454232509201,0.0
-0.034830012330606654,0.768365,-0.124801,0.061213093234052475,0.07042524464782078,4.166797244111204,30.15766422515226,10.910363234695216,-2.0219701325208845,0.0
-0.10294713502624878,1.217017,-0.344907,0.11798279069860093,0.15657698455520935,0.7522568905188206,3.284575279476134,7.772642981069018,-1.5209455271901098,0.0
-0.044237699548284895,0.355164,-0.159236,0.05768499437361254,0.0726919967500017,1.5428026322942203,4.393637183115882,4.885874867648228,-1.6432137631989496,0.0
-0.09152613282871463,1.225647,-0.334346,0.1492586002483979,0.17507839075231338,2.1919715258328103,8.451308793079205,7.0005612613491826,-1.91287870842267,0.0
-0.054216861555365724,0.950194,-0.190584,0.0953693199558467,0.10969806225825657,3.7987872997619565,22.32069135264397,8.661903231827438,-2.0233200357094443,0.0
-0.06526629300451764,1.39378,-0.212559,0.12951113315983934,0.14501991195441327,4.320909112011314,27.402536846856844,9.610956048836467,-2.2219725570192135,0.0
-0.08402130863142446,0.910062,-0.311742,0.12611578337456206,0.15153491126360466,1.8853505540043622,7.145795535158749,6.005625980252756,-1.8035295299712784,0.0
-0.06902968270052492,0.867092,-0.23494,0.10909789668160866,0.12909684369879917,2.8420213957701463,13.426001421268754,6.716601081456691,-1.8701642344043032,0.0
-0.07351178830423616,1.03238,-0.268603,0.12101901037581754,0.14159023935529863,2.8321022829902645,12.7852261568686,7.291321807920696,-1.9260888984133095,0.0
-0.07115789866927111,1.106479,-0.249486,0.12433593686305623,0.14325147249289955,3.5755072051847954,19.892897393453026,7.724032296106723,-2.0131492802887023,0.0
-0.04800319460383356,1.121494,-0.169973,0.10139682092178444,0.11218006413184543,4.340192464690566,26.888651572993858,9.997266525734075,-2.3369291368555434,0.0
-0.07202358075937011,1.398785,-0.299471,0.13116842058268013,0.14963438858950423,3.1480089785747114,16.619397638463354,9.348018280993696,-2.077574969362199,0.0
-0.07616022280551876,1.025178,-0.263068,0.13282380210411998,0.15310254111536428,2.875495101091112,12.835761034941918,6.696022107350381,-2.0102690810966233,0.0
-0.05198331351483335,0.896207,-0.184405,0.08649434988353402,0.10090898915846837,3.200184327648407,17.69552754747877,8.881339586036171,-1.941180396853197,0.0
-0.05302287620559143,0.995178,-0.205711,0.10811298024349217,0.1204093639024662,3.8680695998169465,22.16747283547291,8.264955213999075,-2.2708946122724414,0.0
-0.07736725418141872,1.106323,-0.265497,0.11087956034280076,0.13519788449506265,2.443975421651564,11.412367754918417,8.182990467135618,-1.747482005475297,0.0
-0.06453439580026858,1.10184,-0.234989,0.11935089326578277,0.13567455511341936,3.8558819808885927,21.727917200565056,8.121198548091046,-2.1023603526610333,0.0
-0.035350615431571204,0.542344,-0.133393,0.06144472285062852,0.07088482948043534,3.285425095735517,17.75324838663141,7.651058822814695,-2.005193646986099,0.0
-0.07312059003784618,0.769921,-0.248017,0.09508880281419338,0.11994747695637392,2.0358021381396463,8.611338805454968,6.418817798727253,-1.6404063054509106,0.0
-0.08077245415700139,1.045532,-0.296572,0.11625833234807464,0.14155754690989583,1.1291369326798648,5.846488591980373,7.3859149358211305,-1.7525473057280576,0.0
-0.09394920925405963,0.949675,-0.359831,0.1474780053857842,0.1748529687126963,1.5441862623579083,5.907580540228739,5.431277529868116,-1.8611435913191652,0.0
-0.0533355927237212,0.919401,-0.189935,0.09361617353172352,0.10773858846557945,3.4722821743331513,20.300326708934797,8.533627673187237,-2.0200129587696942,0.0
-0.04766319033085071,0.377972,-0.3733,0.12019316990029165,0.12929197234001608,0.341818733291248,0.08140193188767197,2.9233988248396225,-2.712616831616702,0.0
-0.04817369551947273,0.722739,-0.16552,0.08447944836914131,0.09724510703256675,2.8970749117934274,12.428716185986671,7.432137431428395,-2.018634982928773,0.0
-0.10336836234891937,1.006745,-0.377675,0.14636535419911637,0.17917929521937428,1.0940362098643974,2.776416281077898,5.6186458305208395,-1.7334055715670091,0.0
-0.06973480637284803,1.076449,-0.244752,0.11010274710151972,0.1303229762824086,2.649411602908969,13.522353751581594,8.25985586507283,-1.868836855810805,0.0
-0.05034388585032339,1.054781,-0.160377,0.09070412343842815,0.10373398877474495,4.485634688016399,33.63572341415958,10.168133053192655,-2.0605081833205094,0.0
-0.08492878732755448,1.079928,-0.269768,0.1403522525104068,0.16404038763350753,2.2921892450057557,7.633184446605068,6.583305584553554,-1.9315051208824445,0.0
-0.08823134586741548,1.193152,-0.304242,0.15606614458044712,0.17927196739021004,2.407236280352072,9.341385301027444,6.655541395398093,-2.0318398821616137,0.0
-0.06391585654987196,1.445967,-0.248099,0.11874120571478868,0.13484431510372283,4.078750375517598,28.125588135423683,10.723232928935536,-2.109716154683887,0.0
-0.11240118324990876,0.961852,-0.397117,0.14727872309843995,0.18526305654489703,0.8630911840803754,2.606097351576275,5.191817612956758,-1.6482304828854852,0.0
-0.05330898254181409,1.085299,-0.237523,0.09555414132140162,0.1094135587246261,3.8869501116094227,24.56346463358817,9.919236817180025,-2.052441324289113,0.0
-0.07052969612989862,1.047363,-0.230282,0.10526224252305756,0.1267013220764325,2.549876619789543,12.377522636296364,8.266393616383725,-1.796425180155028,0.0
-0.05225774838237116,1.01059,-0.197917,0.08668291705836734,0.10121206961726747,2.9397841539364706,16.896395407197748,9.984876347470584,-1.936785888222669,0.0
-0.14043782322060736,0.852626,-0.481869,0.21916318122192877,0.2602871839644545,1.235429934927544,1.1644363338182364,3.275712568761883,-1.8533980233770873,0.0
-0.0640420714198511,1.189392,-0.243106,0.12459887243480208,0.1400870106953885,3.3438830659734626,18.449642815682466,8.490380329310241,-2.1874216056660183,0.0
-0.061052609815651374,0.986602,-0.251604,0.10249972866177312,0.1192993415322777,2.5494753474991736,12.992107153801397,8.269970205435412,-1.9540416354436376,0.0
-0.08614249981687229,0.996612,-0.357054,0.139408990405599,0.16386892374922954,1.7201600118364726,6.693879425175112,6.081763260525996,-1.9023005380339957,0.0
