title,category,summit,date,url
Una amenaza silenciosa que también afecta su salud: Hombres hasta los 25 años con mayor riesgo de infectarse con VPH ,Vida,"Aunque afecta al 80% de la población sexualmente activa, el Virus del Papiloma Humano sigue siendo invisible en los chequeos masculinos. Especialistas urgen a poner el foco también en los hombres. ",2025-05-30 17:46,/vida/una-amenaza-silenciosa-que-tambien-afecta-su-salud-hombres-hasta-los-25-anos-con-mayor-riesgo-de-infectarse-con-vph/
Gobernador de Texas pide PENA DE MUERTE PARA INDOCUMENTADOS tras muerte de joven de 18 años,Mundo,Greg Abbott propuso la pena capital para dos inmigrantes venezolanos involucrados en la muerte de una recluta de la Fuerza Aérea de los Estados Unidos.,2025-05-30 17:34,/mundo/gobernador-de-texas-pide-pena-de-muerte-para-indocumentados-tras-muerte-de-joven-de-18-anos/
"Ministerio de Cultura reduce el área protegida de las Líneas de Nazca de 5,600 a 3,200 km²",Perú,"El ministro Fabricio Valencia Gibaja anunció que se ha ""sincerado"" la extensión del área protegida ubicada en Ica.",2025-05-30 16:54,/peru/ministerio-de-cultura-reduce-el-area-protegida-de-las-lineas-de-nazca/
VMT: Mujer es asesinada por su expareja a pesar de tener medidas de protección,Policiales,"El sujeto la había atacado hasta con un cuchillo en el pasado, razón por la cual se le interpuso medidas de protección a la mujer, que fueron insufucientes para evitar el crimen.",2025-05-30 16:49,/policiales/vmt-mujer-es-asesinada-por-su-expareja-pesar-de-tener-medidas-de-proteccion/
Descubre la más variada e icónica oferta gastronómica peruana presente en el nuevo Jorge Chávez,Gastronomía,"Con una oferta de más de 8,000 m², el nuevo terminal de pasajeros integrará dos Food Halls, un bar icónico y restaurantes liderados por chefs como Gastón Acurio, Mitsuharu Tsumura y José del Castillo. En el lugar destaca el café peruano de especialidad de diversos orígenes. ",2025-05-30 16:24,/gastronomia/descubre-la-mas-variada-e-iconica-oferta-gastronomica-peruana-presente-en-el-nuevo-jorge-chavez/
Contraloría suspende publicación de anexos de informes de control ,Política,"Organismo indicó en un comunicado que estos documentos, que son parte de las auditorías realizadas a obras públicas, requieren ser digitalizados en el plazo de 1 año",2025-05-30 16:12,/politica/contraloria-dejara-de-publicar-informes-de-control-por-un-ano/
¿Dejará Universitario? Jean Ferrari recibió ofertas de la FPF y de Avanza País,Deportes,El administrador crema es pretendido por Agustín Lozano y por Phillip Butters.,2025-05-30 16:04,/deportes/dejara-universitario-jean-ferrari-recibio-ofertas-de-fpf-y-avanza-pais/
¿Cómo cayeron los 8 presuntos sicarios de 'Cuchillo' involucrados en tragedia de Pataz?,Perú21TV,"En una acción estratégica y coordinada, la Policía Nacional del Perú (PNP), en conjunto con el Ejército del Perú, llevó a cabo el operativo ”Apocalipsis 2"" en el Anexo Pueblo Nuevo, provincia de Pataz, La Libertad, con el objetivo de desarticular la organización criminal ""Los Sicarios de Cuchillo"", quienes presuntamente estarían implicados en el homicidio de 13 trabajadores de la empresa de seguridad R&R. Desarrollamos el caso con Jean Pierre Jeanneau.",2025-05-30 15:43,/peru21tv/como-cayeron-los-8-presuntos-sicarios-de-cuchillo-involucrados-en-tragedia-de-pataz/
"Aeropuerto Jorge Chávez: LAP aportará US$8,000 millones a fideicomiso",Economía,"Monto que desembolsará la empresa se sumará a los US$3,400 millones que ya ha aportado, informó el CEO de LAP, Juan José Salmón",2025-05-30 15:12,/economia/aeropuerto-jorge-chavez-lap-aportara-us8000-millones-fideicomiso/
Boxeo: TEST DE GÉNERO SERÁ OBLIGATORIO a partir de ahora,Deportes,"La World Boxing, respaldada por el COI, exigirá la aplicación de la prueba a todos sus participantes.",2025-05-30 15:05,/deportes/boxeo-test-de-genero-sera-obligatorios-partir-de-ahora-world-boxing/
DRAMÁTICO RESCATE:  Salvan a perrito 'Goliath' que quedó atrapado en acantilado ,Lima,La mascota llevaba cuatro días desaparecida. Un vecino de la zona fue quien alertó de lo ocurrido. ,2025-05-30 15:05,/lima/rescatan-perrito-goliath-que-quedo-atrapado-en-acantilado-costa-verde-lima/
"Vladimir Cerrón está en el Perú, asegura su abogado",Política,"Víctor Peralta indicó que, si bien el prófugo líder de Perú Libre no percibe ingresos, su esposa y su madre dependen económicamente de él.",2025-05-30 14:47,/politica/vladimir-cerron-esta-en-el-peru-asegura-su-abogado/
Ni la adversidad hunde sus ganas de progresar: Niños cruzan río hasta en batea para ir a clases,Perú,"La inauguración de una biblioteca, gracias a la iniciativa Creer para Ver. ha sembrado la esperanza en los niños de Belén, Iquitos. Aquí te contamos su historia y sus deseos de superación en medio del olvido de las autoridades.",2025-05-30 14:22,/peru/iquitos-ninos-cruzan-rio-hasta-en-batea-para-llegar-colegio-en-belen/
CRONOLOGÍA completa del caso Ashley Vargas: desaparición y búsqueda de la piloto FAP,Perú,Hoy se cumple una semana desde que es buscada intensamente en la Reserva Nacional de Paracas. ,2025-05-30 14:20,/peru/cronologia-completa-del-caso-ashley-vargas-desaparicion-y-busqueda-de-la-piloto-fap/
'Los Reyes de la Colina': se confirma secuela de la famosa serie animada,Celebridades,"La serie original contó con 250 episodios a lo largo de 13 temporadas, y se pudo ver en el Perú en ATV.",2025-05-30 13:52,/celebridades/los-reyes-de-la-colina-se-confirma-secuela-de-la-famosa-serie-animada/
"Elon Musk, no puedes servir a dos amos",Opinión,"""El costo político y pecuniario ha sido alto para Musk por las decisiones de Trump en asuntos de aranceles, las migraciones, la intervención grosera en las universidades y sobre todo sus posiciones extremistas y conservadoras"".",2025-05-30 13:34,/opinion/elon-musk-no-puedes-servir-dos-amos-richard-arce/
Gabinete Arana se presenta el 12 de junio en el Congreso ,Política,El primer ministro Eduardo Arana acudió esta mañana al Parlamento para coordinar la fecha de exposición ante el Pleno al que pedirá voto de confianza tras haber asumido el cargo el 14 de mayo.,2025-05-30 13:31,/politica/gabinete-arana-se-presenta-el-12-de-junio-en-el-congreso/
Se inició juicio oral contra Vladimir Meza por caso Consorcio Huaraz ,Política,El amigo del expresidente Pedro Castillo es acusado de colusión agravada junto a 12 exfuncionarios y empresarios. Fiscalía pide 10 años de prisión. ,2025-05-30 13:24,/politica/se-inicio-juicio-oral-contra-vladimir-meza-por-caso-consorcio-huaraz-carlos-alvarez/
"¡Vamos, Perú! Lista de convocadas para el Mundial de Vóley Femenino Sub-19",Deportes,Conoce a las 25 'matadorcitas' que nos defenderán en el 'grupo de la muerte' de la Copa del Mundo.,2025-05-30 12:57,/deportes/seleccion-peruana-convocadas-para-mundial-de-voley-femenino-sub-19/
"CCL: Inseguridad cuesta US$5,800 millones",Economía,"Por otro lado, gremio informó que hay 10.9 millones de personas con riesgo de caer en pobreza.",2025-05-30 12:53,/economia/ccl-inseguridad-cuesta-us5800-millones/
Exasesor de Juan José Santiváñez obtiene puesto en Palacio de Gobierno,Política,Walter Zegarra coincidió en dos ocasiones con Santiváñez en el Ministerio del Interior. Ahora será ejecutivo de la Oficina de Integridad Institucional del Despacho Presidencial.,2025-05-30 12:33,/politica/exasesor-de-juan-jose-santivanez-obtiene-puesto-en-palacio-de-gobierno/
"¡Vamos, Perú! Kimberly García competirá por el oro de marcha atlética este domingo",Deportes,"La peruana, bicampeona mundial, buscará seguir agrandando su leyenda en los 10k.",2025-05-30 12:25,/deportes/gran-premio-internacional-de-marcha-atletica-en-vivo-madrid-kimberly-garcia/
¿Qué es el DNIe 3.0 que tendrá el papa León XIV y cómo tramitarlo en el Perú?,Perú,Este documento incorpora tecnología de punta para fortalecer la seguridad y facilitar el acceso a servicios digitales.,2025-05-30 12:11,/peru/que-es-el-dnie-30-que-tendra-el-papa-leon-xiv-y-como-tramitarlo-en-el-peru/
Universitario estudia reforzarse con '9' uruguayo que jugó en la Premier League,Deportes,Jorge Fossati habría aprobado la llegada de su compatriota para los octavos de la Copa Libertadores.,2025-05-30 11:49,/deportes/universitario-estudia-reforzarse-con-delantero-uruguayo-ex-premier-league/
Papa León XIV actualizó sus datos en RENIEC y obtendrá el DNIe 3.0,Mundo,Registradores del Perú llegaron hasta el Vaticano para atender al pontífice con raíces chiclayanas,2025-05-30 11:48,/mundo/papa-leon-xiv-actualizo-sus-datos-en-reniec-y-obtendra-el-dnie-30/
"Cómo ver la nueva temporada de 'Betty la fea, la historia continúa' sin costo ",Celebridades,Betty y Armando enfrentan los retos de la vida adulta y la crianza de su hija. ,2025-05-30 11:20,/celebridades/como-ver-la-nueva-temporada-de-betty-la-fea-la-historia-continua-sin-costo/
Defensor del Pueblo insiste en que no se puede acusar a Dina Boluarte mientras esté en el cargo,Política,Josué Gutiérrez aseguró que debe ser el próximo Congreso el que procese las denuncias contra la mandataria.,2025-05-30 11:15,/politica/defensor-del-pueblo-insiste-en-que-no-se-puede-acusar-dina-boluarte/
Moquegua: Técnico muere aplastado por poste mientras hacía instalación de internet,Perú,El desafortunado trabajador fue identificado como Víctor David Mamani Inquilla. Otro trabajador resultó con fracturas en las piernas y fue evacuado de emergencia al Hospital de Essalud.,2025-05-30 11:03,/peru/moquegua-tecnico-muere-aplastado-por-poste-de-internet/
VIDEO: Así se vivió el simulacro nacional de sismo multipeligro en Perú21,Perú,"Jefe del Indeci instó a la población a participar en evento que simulará diversos desastres, dependiendo de la región.",2025-05-30 10:54,/peru/este-viernes-se-realizara-simulacro-multipeligro-nivel-nacional/
